Star North Taxi Management Llc,3.5,35.0
Globe Taxi,73.75,23.56
Top Cab Affiliation,66.0,22.9
Flash Cab,84.5,21.75
Taxi Affiliation Services,100.0,40.0
312 Medallion Management Corp,43.5,30.0
Sun Taxi,97.5,20.2
Flash Cab,45.5,30.0
Taxi Affiliation Services,17.5,25.0
Flash Cab,44.25,40.0
Taxi Affiliation Services,43.0,50.0
Flash Cab,34.75,34.75
Taxi Affiliation Services,64.0,20.25
U Taxicab,133.0,27.5
Flash Cab,68.25,33.0
Flash Cab,93.5,50.0
Taxi Affiliation Services,3.5,31.0
Taxicab Insurance Agency Llc,4.25,25.0
Sun Taxi,84.5,20.1
Chicago Taxicab,93.25,21.86
Medallion Leasin,107.0,24.82
Chicago Independents,100.0,20.1
Top Cab Affiliation,37.75,28.0
Star North Taxi Management Llc,78.25,23.95
Top Cab Affiliation,37.0,43.5
Sun Taxi,143.0,28.8
Sun Taxi,120.0,30.25
Sun Taxi,76.0,37.0
Flash Cab,68.5,22.2
City Service,75.75,21.15
Flash Cab,47.5,25.0
Taxi Affiliation Services,66.0,25.0
Blue Ribbon Taxi Association Inc.,40.0,40.0
Flash Cab,68.0,22.3
Sun Taxi,61.5,24.5
"Taxicab Insurance Agency, LLC",65.25,20.95
Taxi Affiliation Services,97.25,30.55
Taxi Affiliation Services,68.25,23.15
Chicago Independents,66.0,23.0
Taxi Affiliation Services,66.5,24.2
Taxi Affiliation Services,128.25,39.85
Chicago Independents,74.0,29.38
Taxi Affiliation Services,67.5,21.55
Flash Cab,61.5,26.25
Sun Taxi,74.25,25.0
Globe Taxi,140.25,29.25
Top Cab Affiliation,104.0,32.85
Taxi Affiliation Services,78.75,25.0
Choice Taxi Association,85.0,22.85
Sun Taxi,120.0,24.2
Choice Taxi Association,3.25,72.0
Chicago Independents,49.5,25.0
Taxi Affiliation Services,55.0,30.0
Globe Taxi,46.25,25.0
Flash Cab,44.5,30.0
Taxi Affiliation Services,3.25,50.0
Sun Taxi,85.0,21.38
Chicago Independents,69.75,28.06
City Service,317.0,30.0
Sun Taxi,42.75,20.35
Taxicab Insurance Agency Llc,3.5,20.2
Sun Taxi,81.75,30.56
City Service,63.75,20.15
Globe Taxi,77.0,24.1
Taxi Affiliation Services,104.0,31.9
Blue Ribbon Taxi Association,28.75,23.0
Chicago Independents,70.0,22.5
Taxicab Insurance Agency Llc,108.0,23.0
Taxi Affiliation Services,58.0,25.49
Sun Taxi,84.5,28.4
Sun Taxi,63.25,20.35
City Service,61.0,22.2
Sun Taxi,80.75,37.88
Chicago Independents,116.75,37.65
City Service,63.5,20.6
City Service,49.25,22.56
Taxi Affiliation Services,62.25,20.15
Taxi Affiliation Services,82.25,26.35
Sun Taxi,81.0,25.8
Sun Taxi,52.75,23.62
City Service,69.5,27.38
Sun Taxi,69.75,22.55
Taxi Affiliation Services,88.5,25.0
Blue Ribbon Taxi Association,64.5,21.3
Flash Cab,160.5,42.0
Taxi Affiliation Services,46.0,22.3
"Taxicab Insurance Agency, LLC",66.25,21.55
"Taxicab Insurance Agency, LLC",72.0,20.1
Taxi Affiliation Services,11.5,25.0
City Service,62.25,30.0
Blue Ribbon Taxi Association,80.0,20.12
Medallion Leasin,37.25,25.0
Taxi Affiliation Services,35.0,25.0
Flash Cab,43.25,28.0
Taxi Affiliation Services,64.25,23.56
Blue Ribbon Taxi Association,156.0,31.4
Flash Cab,39.0,30.0
City Service,65.5,26.0
Sun Taxi,46.25,23.0
Star North Taxi Management Llc,83.75,31.56
Chicago Independents,90.25,25.0
Medallion Leasin,78.75,26.85
Flash Cab,76.5,22.2
Taxi Affiliation Services,52.75,26.3
Choice Taxi Association,84.0,27.3
Sun Taxi,49.5,20.75
Flash Cab,64.5,20.4
City Service,78.25,25.15
Flash Cab,53.5,26.5
Chicago Taxicab,152.75,32.65
Taxi Affiliation Services,50.75,20.8
Globe Taxi,90.0,22.62
Flash Cab,86.25,35.44
"Taxicab Insurance Agency, LLC",73.75,29.55
Taxi Affiliation Services,3.25,60.0
City Service,4.0,103.0
Flash Cab,124.25,29.66
Sun Taxi,52.0,20.88
Blue Ribbon Taxi Association Inc.,97.0,30.1
Sun Taxi,120.0,24.2
City Service,100.0,20.1
Flash Cab,70.5,21.6
Medallion Leasin,3.5,20.3
Taxi Affiliation Services,91.75,23.05
Taxicab Insurance Agency Llc,148.45,22.42
Flash Cab,85.12,22.9
Sun Taxi,63.5,25.75
Choice Taxi Association,103.25,33.55
City Service,92.0,30.3
Chicago Independents,116.0,23.3
Sun Taxi,71.5,28.5
City Service,67.75,21.75
Flash Cab,78.5,25.7
Flash Cab,85.5,20.25
Flash Cab,119.5,25.3
Top Cab Affiliation,67.75,23.45
Star North Taxi Management Llc,79.5,21.9
Globe Taxi,5.0,21.0
City Service,76.5,30.62
Flash Cab,165.0,33.1
Flash Cab,40.25,30.0
KOAM Taxi Association,4.5,20.25
Sun Taxi,3.25,40.0
"Taxicab Insurance Agency, LLC",61.25,24.55
Sun Taxi,225.0,25.0
Flash Cab,95.75,22.84
Flash Cab,97.25,23.29
Sun Taxi,64.75,21.15
Sun Taxi,66.0,33.0
Sun Taxi,65.5,21.2
Globe Taxi,116.0,23.4
"Taxicab Insurance Agency, LLC",214.0,42.9
Flash Cab,66.75,21.85
Top Cab Affiliation,46.25,22.7
Sun Taxi,88.0,27.9
City Service,95.0,23.88
Sun Taxi,75.5,65.0
Blue Ribbon Taxi Association Inc.,74.0,22.3
City Service,54.75,21.38
Globe Taxi,84.75,24.85
Taxicab Insurance Agency Llc,78.0,23.4
Taxi Affiliation Services,64.25,50.0
Taxi Affiliation Services,88.5,29.75
Taxi Affiliation Services,90.25,40.7
Taxicab Insurance Agency Llc,70.25,21.15
Taxi Affiliation Services,52.25,20.55
Taxicab Insurance Agency Llc,120.0,30.25
Medallion Leasin,113.5,25.58
Flash Cab,95.0,24.12
Flash Cab,69.0,21.5
Taxi Affiliation Services,51.25,28.45
Sun Taxi,94.5,29.8
Flash Cab,65.25,20.75
Taxi Affiliation Services,86.25,27.8
Taxi Affiliation Services,84.25,50.0
City Service,76.5,24.8
Taxi Affiliation Services,65.25,27.05
Taxi Affiliation Services,70.75,23.7
Taxi Affiliation Services,83.0,26.9
U Taxicab,81.5,25.2
"Taxicab Insurance Agency, LLC",68.5,21.8
Taxi Affiliation Services,38.25,25.0
Chicago Independents,48.5,27.0
Taxi Affiliation Services,45.5,34.0
Taxi Affiliation Services,75.5,23.6
Chicago Independents,55.75,21.19
Sun Taxi,79.25,24.45
Taxi Affiliation Services,112.25,35.25
"Taxicab Insurance Agency, LLC",70.25,22.15
City Service,63.5,29.7
312 Medallion Management Corp,85.5,26.7
Choice Taxi Association,86.25,36.7
Sun Taxi,68.5,25.5
Sun Taxi,92.25,35.81
Flash Cab,74.25,23.15
"Taxicab Insurance Agency, LLC",104.0,41.85
"Taxicab Insurance Agency, LLC",95.5,31.0
Chicago Independents,56.75,22.31
Medallion Leasin,99.5,22.8
Sun Taxi,105.5,34.6
Globe Taxi,88.0,39.9
Taxi Affiliation Services,101.0,32.35
Medallion Leasin,60.0,24.12
Chicago Independents,66.25,21.05
24 Seven Taxi,63.25,24.81
Chicago Independents,72.0,22.9
Flash Cab,59.75,25.0
Sun Taxi,60.75,25.44
KOAM Taxi Association,61.25,20.35
Sun Taxi,62.5,20.9
Taxi Affiliation Services,62.25,22.0
Taxi Affiliation Services,95.25,30.45
Flash Cab,63.5,23.88
"Taxicab Insurance Agency, LLC",47.0,25.0
Globe Taxi,65.5,21.2
Sun Taxi,72.5,22.4
Flash Cab,138.75,32.81
Choice Taxi Association,53.0,20.6
2733 - 74600 Benny Jona,41.5,21.0
5 Star Taxi,75.0,24.2
Flash Cab,120.0,20.92
Sun Taxi,44.25,21.38
Chicago Independents,70.5,22.6
Chicago Independents,75.25,24.05
Sun Taxi,63.75,20.85
Taxi Affiliation Services,51.25,20.55
"Taxicab Insurance Agency, LLC",66.75,21.45
Taxi Affiliation Services,63.0,21.3
Flash Cab,69.0,22.3
Star North Taxi Management Llc,69.5,22.4
Globe Taxi,89.75,29.85
City Service,77.25,24.25
"Taxicab Insurance Agency, LLC",72.75,23.55
Taxi Affiliation Services,81.25,38.0
"Taxicab Insurance Agency, LLC",66.5,22.4
Sun Taxi,98.75,38.94
Taxi Affiliation Services,63.5,20.8
City Service,67.5,21.5
Taxi Affiliation Services,69.0,22.0
"Taxicab Insurance Agency, LLC",70.75,22.05
Taxi Affiliation Services,59.5,22.4
Top Cab Affiliation,53.5,39.0
Taxi Affiliation Services,71.75,24.1
Sun Taxi,69.5,22.9
Taxicab Insurance Agency Llc,89.75,29.05
Star North Taxi Management Llc,68.5,21.3
Taxicab Insurance Agency Llc,111.5,37.8
Taxi Affiliation Services,64.5,20.5
Taxicab Insurance Agency Llc,63.25,20.25
City Service,50.75,20.69
Globe Taxi,64.75,22.95
Taxi Affiliation Services,86.25,41.0
Taxi Affiliation Services,44.5,41.0
City Service,54.75,20.06
Sun Taxi,66.0,21.7
Taxi Affiliation Services,68.75,32.75
Taxi Affiliation Services,61.25,24.65
City Service,56.75,24.19
Taxi Affiliation Services,85.0,36.15
Sun Taxi,61.5,31.35
Taxi Affiliation Services,166.25,153.0
Globe Taxi,117.0,27.08
Globe Taxi,75.5,25.2
Flash Cab,115.0,24.6
Taxi Affiliation Services,70.25,22.35
Chicago Independents,95.5,30.7
Medallion Leasin,76.5,22.5
Choice Taxi Association,45.75,23.15
Taxi Affiliation Services,49.25,25.0
Sun Taxi,56.75,22.69
Globe Taxi,82.75,20.06
Star North Taxi Management Llc,69.5,22.1
Chicago Independents,52.0,21.62
City Service,104.5,39.75
Top Cab Affiliation,78.75,25.9
Taxi Affiliation Services,64.5,21.45
Sun Taxi,84.75,27.35
Flash Cab,83.5,26.2
Sun Taxi,47.25,27.0
Flash Cab,96.5,32.6
City Service,104.25,33.05
Flash Cab,109.5,27.08
Star North Taxi Management Llc,54.75,24.19
Sun Taxi,85.5,33.75
Taxi Affiliation Services,73.0,29.0
Sun Taxi,50.75,25.0
Medallion Leasin,76.0,24.4
Taxi Affiliation Services,53.5,21.85
Flash Cab,106.25,25.01
Taxi Affiliation Services,42.75,21.2
Blue Ribbon Taxi Association Inc.,66.5,21.3
Taxi Affiliation Services,90.25,24.55
Flash Cab,64.5,28.05
Flash Cab,47.5,25.0
Blue Ribbon Taxi Association,100.0,20.2
"Taxicab Insurance Agency, LLC",49.25,40.0
Sun Taxi,52.25,40.0
Chicago Independents,25.25,25.0
Taxi Affiliation Services,47.0,100.0
Chicago Independents,53.25,50.0
Top Cab Affiliation,13.5,25.0
"Taxicab Insurance Agency, LLC",79.0,25.95
U Taxicab,44.75,40.0
Flash Cab,45.5,30.0
City Service,49.5,25.0
Sun Taxi,3.5,31.5
Top Cab Affiliation,85.0,23.85
Blue Ribbon Taxi Association Inc.,7.0,27.64
Taxi Affiliation Services,9.5,30.0
Top Cab Affiliation,22.25,25.0
Flash Cab,33.75,30.0
Taxi Affiliation Services,3.25,44.42
"Taxicab Insurance Agency, LLC",5.75,50.0
Top Cab Affiliation,49.75,40.0
Taxicab Insurance Agency Llc,45.25,30.0
Taxi Affiliation Services,4.5,30.0
Sun Taxi,43.0,30.0
Flash Cab,43.0,30.0
Chicago Independents,49.25,25.0
Taxi Affiliation Services,13.5,30.0
Taxi Affiliation Services,9.75,70.0
Taxi Affiliation Services,8.0,40.0
Taxi Affiliation Services,6.0,30.0
Taxi Affiliation Services,5.75,30.0
Taxi Affiliation Services,3.25,50.0
Taxi Affiliation Services,5.25,30.0
Blue Ribbon Taxi Association Inc.,41.25,45.0
Medallion Leasin,42.25,30.0
Flash Cab,168.25,40.85
Flash Cab,41.75,25.0
Taxi Affiliation Services,4.5,30.0
"Taxicab Insurance Agency, LLC",43.5,25.0
Star North Taxi Management Llc,46.25,25.0
Sun Taxi,200.0,50.38
Taxi Affiliation Services,13.75,25.0
Taxi Affiliation Services,14.25,25.0
Taxi Affiliation Services,11.25,50.0
Taxi Affiliation Services,6.75,50.0
Taxi Affiliation Services,3.25,50.0
Taxi Affiliation Services,3.25,37.8
Taxi Affiliation Services,8.75,30.0
Taxi Affiliation Services,64.75,30.95
"Taxicab Insurance Agency, LLC",45.0,25.0
"Taxicab Insurance Agency, LLC",35.0,20.5
Taxi Affiliation Services,12.25,21.0
Top Cab Affiliation,37.75,30.0
City Service,38.25,35.0
Taxi Affiliation Services,8.75,30.0
City Service,80.0,20.12
Sun Taxi,95.75,32.02
24 Seven Taxi,79.75,22.19
Sun Taxi,3.25,37.0
Flash Cab,36.5,30.0
Flash Cab,3.25,30.0
Flash Cab,3.25,38.0
Taxi Affiliation Services,49.75,30.0
Top Cab Affiliation,86.75,27.35
"Taxicab Insurance Agency, LLC",64.0,20.55
Sun Taxi,3.5,45.0
Taxi Affiliation Services,75.0,21.35
Sun Taxi,72.0,24.45
Taxi Affiliation Services,21.75,25.0
Taxi Affiliation Services,68.5,22.9
Taxi Affiliation Services,3.25,25.0
City Service,73.75,30.0
Taxi Affiliation Services,75.25,23.9
"Taxicab Insurance Agency, LLC",88.25,30.9
Taxi Affiliation Services,70.0,20.1
"Taxicab Insurance Agency, LLC",73.75,24.5
Top Cab Affiliation,12.0,25.0
Flash Cab,96.5,20.2
Sun Taxi,125.25,25.25
City Service,46.25,25.0
"Taxicab Insurance Agency, LLC",46.25,30.0
City Service,47.0,22.5
Taxi Affiliation Services,55.5,30.0
Flash Cab,49.25,40.0
Chicago Independents,48.0,28.65
Top Cab Affiliation,48.25,40.0
Flash Cab,45.5,30.0
Taxi Affiliation Services,44.0,30.0
Chicago Independents,42.5,25.0
Flash Cab,77.25,20.69
Flash Cab,78.75,40.0
"Taxicab Insurance Agency, LLC",75.5,21.5
Taxi Affiliation Services,104.5,23.8
Flash Cab,86.0,28.38
Sun Taxi,188.5,100.0
City Service,3.5,20.25
Sun Taxi,81.75,21.56
Taxi Affiliation Services,3.25,23.55
Sun Taxi,120.0,24.2
Taxicab Insurance Agency Llc,3.5,20.7
Sun Taxi,120.0,24.2
Sun Taxi,120.0,24.2
Blue Ribbon Taxi Association,100.0,20.2
Taxi Affiliation Services,60.0,30.0
Taxi Affiliation Services,58.25,24.0
Flash Cab,43.5,22.0
Flash Cab,42.5,25.0
Chicago Independents,78.5,24.62
Top Cab Affiliation,90.5,27.2
Flash Cab,112.5,38.6
Flash Cab,210.0,52.62
Flash Cab,83.25,25.75
Star North Taxi Management Llc,72.0,24.6
U Taxicab,157.75,31.65
Flash Cab,83.25,20.06
"Taxicab Insurance Agency, LLC",75.0,25.0
U Taxicab,12.75,40.0
Medallion Leasin,86.5,23.1
Medallion Leasin,81.0,20.38
Chicago Independents,51.75,20.81
Globe Taxi,45.75,22.42
5 Star Taxi,120.0,24.1
Sun Taxi,47.5,22.95
312 Medallion Management Corp,59.5,23.6
Flash Cab,94.25,22.31
Top Cab Affiliation,66.25,20.25
Taxicab Insurance Agency Llc,116.25,27.29
Flash Cab,61.5,24.88
Top Cab Affiliation,43.75,25.0
Sun Taxi,51.5,21.62
Sun Taxi,72.25,23.05
5 Star Taxi,63.25,30.38
5 Star Taxi,39.75,25.0
U Taxicab,3.25,50.0
Chicago Independents,62.0,25.5
Flash Cab,143.88,22.71
Sun Taxi,64.25,25.94
Star North Taxi Management Llc,68.0,21.2
City Service,86.0,21.62
Chicago Independents,49.75,21.56
Chicago Independents,49.25,24.52
Taxi Affiliation Services,68.0,21.7
Sun Taxi,115.0,23.2
5 Star Taxi,55.0,23.12
Taxicab Insurance Agency Llc,164.75,64.44
Taxi Affiliation Services,3.25,56.0
Flash Cab,100.0,26.5
Sun Taxi,83.25,28.81
City Service,60.25,30.0
Flash Cab,56.0,21.62
5 Star Taxi,77.25,21.45
Flash Cab,117.5,24.75
Flash Cab,71.5,45.0
Medallion Leasin,36.5,25.0
Globe Taxi,74.0,22.62
City Service,72.75,21.85
Flash Cab,148.0,23.32
"Taxicab Insurance Agency, LLC",80.5,23.4
Taxicab Insurance Agency Llc,79.25,23.75
Taxi Affiliation Services,83.0,24.4
Taxicab Insurance Agency Llc,43.75,40.0
Taxi Affiliation Services,68.75,21.85
"Taxicab Insurance Agency, LLC",77.5,26.6
City Service,59.75,20.05
City Service,80.5,25.0
Choice Taxi Association,70.5,28.25
Chicago Independents,80.5,26.17
City Service,68.5,22.2
312 Medallion Management Corp,74.75,23.85
Chicago Independents,88.25,27.75
City Service,72.0,23.1
City Service,68.5,21.6
Sun Taxi,90.75,33.69
Chicago Independents,39.5,25.0
Taxi Affiliation Services,64.5,30.0
Flash Cab,64.75,28.19
Flash Cab,60.75,20.25
Flash Cab,86.5,28.2
Sun Taxi,63.0,20.3
5 Star Taxi,63.0,20.5
312 Medallion Management Corp,51.25,20.4
Sun Taxi,89.0,35.25
Chicago Independents,62.75,20.65
Star North Taxi Management Llc,73.75,23.15
Medallion Leasin,66.25,20.05
City Service,92.0,31.0
312 Medallion Management Corp,74.25,25.0
City Service,70.25,22.35
Taxicab Insurance Agency Llc,70.75,22.75
City Service,45.25,21.82
Taxicab Insurance Agency Llc,93.25,28.75
City Service,65.25,21.85
"Taxicab Insurance Agency, LLC",62.25,20.15
Flash Cab,73.75,23.45
City Service,77.0,28.88
Globe Taxi,70.25,22.35
Sun Taxi,63.75,25.31
Sun Taxi,74.75,23.85
Top Cab Affiliation,73.25,22.95
Taxi Affiliation Services,12.0,25.0
Medallion Leasin,33.5,25.0
Sun Taxi,43.5,23.1
City Service,93.5,24.5
Taxi Affiliation Services,68.0,21.3
City Service,37.5,42.0
Taxi Affiliation Services,140.0,30.1
Taxicab Insurance Agency Llc,70.25,23.05
Taxi Affiliation Services,79.25,25.35
Flash Cab,61.0,25.38
Top Cab Affiliation,80.0,26.55
Sun Taxi,62.25,20.02
Taxi Affiliation Services,44.0,30.0
Sun Taxi,44.5,50.0
Taxicab Insurance Agency Llc,52.0,25.0
Star North Taxi Management Llc,100.0,25.12
Top Cab Affiliation,16.75,40.0
Star North Taxi Management Llc,102.75,27.15
City Service,42.75,30.0
Taxi Affiliation Services,6.0,30.0
Taxi Affiliation Services,25.75,35.0
Taxi Affiliation Services,7.5,30.0
Taxi Affiliation Services,39.25,30.0
Taxi Affiliation Services,10.25,25.0
Taxi Affiliation Services,14.25,50.0
Flash Cab,50.75,25.0
Flash Cab,30.75,30.0
Sun Taxi,73.0,26.25
Taxicab Insurance Agency Llc,53.75,35.0
Chicago Independents,72.5,20.62
5 Star Taxi,73.75,20.06
"Taxicab Insurance Agency, LLC",84.75,27.05
5 Star Taxi,85.0,60.0
Medallion Leasin,82.0,21.88
City Service,74.0,20.88
Medallion Leasin,59.25,22.0
Sun Taxi,70.0,21.15
Taxi Affiliation Services,75.0,20.85
Chicago Independents,80.0,20.12
Taxi Affiliation Services,53.25,37.25
5 Star Taxi,39.0,25.0
Sun Taxi,100.0,20.2
City Service,87.25,27.45
Chicago Independents,66.5,21.0
Flash Cab,79.75,31.31
Sun Taxi,52.0,20.75
Sun Taxi,73.75,24.25
Chicago Independents,79.5,25.5
"Taxicab Insurance Agency, LLC",67.75,22.55
Sun Taxi,57.5,33.0
Sun Taxi,77.25,30.81
City Service,65.5,20.9
Taxi Affiliation Services,48.5,24.2
Chicago Independents,83.25,26.25
Sun Taxi,83.25,27.55
Taxicab Insurance Agency Llc,25.25,30.0
"Taxicab Insurance Agency, LLC",87.0,21.85
Flash Cab,98.5,23.7
City Service,68.5,27.25
Chicago Independents,93.0,29.1
City Service,85.0,21.38
Medallion Leasin,90.0,28.3
Sun Taxi,56.75,22.81
312 Medallion Management Corp,70.5,33.0
Sun Taxi,73.0,25.05
Flash Cab,88.0,28.0
Sun Taxi,69.25,22.35
Flash Cab,36.25,26.0
Globe Taxi,64.25,20.95
Flash Cab,94.0,20.5
Chicago Independents,64.75,20.65
"Taxicab Insurance Agency, LLC",65.25,22.55
Sun Taxi,66.75,21.75
Chicago Independents,69.25,21.95
U Taxicab,69.25,21.55
Sun Taxi,3.25,45.75
Flash Cab,77.0,20.38
"Taxicab Insurance Agency, LLC",47.75,20.05
Sun Taxi,52.25,21.19
Chicago Independents,74.25,20.56
Sun Taxi,63.75,32.32
Taxi Affiliation Services,3.25,50.0
Sun Taxi,78.0,22.0
Flash Cab,81.75,21.34
Chicago Independents,84.5,27.0
Flash Cab,70.75,21.38
Blue Ribbon Taxi Association Inc.,66.5,21.8
Flash Cab,61.25,20.25
Chicago Independents,80.75,25.35
City Service,62.5,20.9
Sun Taxi,116.25,30.0
Top Cab Affiliation,92.25,28.55
Top Cab Affiliation,75.75,24.55
Sun Taxi,79.25,24.65
Chicago Independents,53.25,23.0
Flash Cab,349.0,56.48
Taxi Affiliation Services,97.0,42.75
City Service,85.5,28.38
Taxi Affiliation Services,87.25,23.75
Flash Cab,105.0,21.38
Flash Cab,227.75,64.25
Taxi Affiliation Services,44.75,60.0
Taxi Affiliation Services,62.25,20.15
Taxi Affiliation Services,71.5,23.6
Taxi Affiliation Services,70.75,22.05
Blue Ribbon Taxi Association Inc.,41.25,26.0
Taxi Affiliation Services,122.0,71.0
Medallion Leasin,53.75,23.69
24 Seven Taxi,90.0,22.05
Taxi Affiliation Services,66.0,21.7
Taxi Affiliation Services,50.75,24.05
City Service,80.0,22.75
Blue Ribbon Taxi Association Inc.,36.75,45.0
Sun Taxi,43.0,22.2
Sun Taxi,43.34,25.0
Blue Ribbon Taxi Association,87.75,28.55
City Service,93.0,27.6
24 Seven Taxi,116.55,24.13
Star North Taxi Management Llc,60.75,32.88
Chicago Independents,77.75,26.05
Sun Taxi,41.5,23.25
Koam Taxi Association,26.53,40.0
Sun Taxi,83.75,26.45
Taxicab Insurance Agency Llc,41.5,23.0
Sun Taxi,65.75,21.05
Globe Taxi,62.25,20.65
Chicago Independents,105.25,33.55
Sun Taxi,94.25,29.85
Chicago Independents,47.5,20.5
Chicago Independents,102.33,23.54
Sun Taxi,112.34,25.84
24 Seven Taxi,106.5,21.69
Flash Cab,93.75,29.25
Taxicab Insurance Agency Llc,64.25,20.95
Taxicab Insurance Agency Llc,143.25,29.04
Taxicab Insurance Agency Llc,60.5,20.2
Chicago Independents,110.5,35.1
Globe Taxi,105.5,25.95
Metro Jet Taxi A.,2140.05,321.08
5 Star Taxi,78.25,40.0
Medallion Leasin,57.5,25.8
Flash Cab,99.75,26.15
City Service,94.37,21.71
Flash Cab,85.0,26.3
Sun Taxi,71.25,30.0
City Service,31.45,40.0
Sun Taxi,54.01,24.84
Sun Taxi,61.82,21.33
Flash Cab,44.08,25.0
Flash Cab,98.01,22.54
Sun Taxi,63.75,20.65
City Service,88.5,26.7
Flash Cab,111.51,25.65
Flash Cab,83.25,26.85
City Service,66.75,21.25
Flash Cab,48.5,35.0
Sun Taxi,107.48,24.57
Globe Taxi,85.75,27.15
Sun Taxi,95.37,21.94
Chicago Independents,77.75,24.95
Sun Taxi,94.35,21.7
City Service,44.43,25.0
Chicago Independents,115.29,27.44
Flash Cab,66.83,20.35
Flash Cab,66.75,22.25
City Service,244.75,60.45
Medallion Leasin,4.5,21.82
City Service,13.95,30.0
Medallion Leasin,67.17,23.18
Sun Taxi,95.8,22.03
Sun Taxi,79.75,26.25
Star North Taxi Management Llc,95.25,29.35
Sun Taxi,80.73,25.0
Globe Taxi,85.66,20.39
Star North Taxi Management Llc,63.25,30.98
Sun Taxi,73.75,23.05
Sun Taxi,137.0,41.4
Flash Cab,24.09,40.0
Globe Taxi,85.5,22.25
Flash Cab,102.86,23.66
Flash Cab,96.05,22.09
5 Star Taxi,90.06,20.71
5 Star Taxi,92.0,22.42
Medallion Leasin,101.25,24.71
Medallion Leasin,36.5,41.58
City Service,80.0,20.12
Flash Cab,4.5,25.0
Flash Cab,95.25,23.94
Flash Cab,9.75,33.3
Blue Ribbon Taxi Association,34.06,34.06
