2.55,483
2.56,530
2.57,496
2.58,495
2.59,500
2.6,2351
2.61,511
2.62,494
2.63,476
2.64,483
2.65,528
2.66,478
2.67,447
2.68,481
2.69,436
2.7,2339
2.71,503
2.72,525
2.73,486
2.74,488
2.75,469
2.76,470
2.77,469
2.78,505
2.79,507
2.8,2370
2.81,415
2.82,494
2.83,482
2.84,473
2.85,429
2.86,479
2.87,487
2.88,454
2.89,451
2.9,2389
2.91,448
2.92,459
2.93,475
2.94,458
2.95,470
2.96,476
2.97,467
2.98,437
2.99,429
3.0,2293
3.01,465
3.02,495
3.03,438
3.04,443
3.05,401
3.06,465
3.07,454
3.08,411
3.09,384
3.1,2223
3.11,420
3.12,474
3.13,394
3.14,455
3.15,455
3.16,463
3.17,427
3.18,395
3.19,445
3.2,2230
3.21,446
3.22,406
3.23,418
3.24,424
3.25,435
3.26,408
3.27,358
3.28,393
3.29,378
3.3,1994
3.31,413
3.32,429
3.33,367
3.34,388
3.35,390
3.36,391
3.37,382
3.38,401
3.39,392
3.4,1845
3.41,369
3.42,395
3.43,372
3.44,361
3.45,342
3.46,376
3.47,349
3.48,355
3.49,318
3.5,1749
3.51,369
3.52,366
3.53,341
3.54,345
3.55,374
3.56,336
3.57,335
3.58,316
3.59,347
3.6,1651
3.61,324
3.62,323
3.63,285
3.64,352
3.65,315
3.66,302
3.67,327
3.68,319
3.69,366
3.7,1430
3.71,311
3.72,277
3.73,319
3.74,322
3.75,287
3.76,313
3.77,300
3.78,316
3.79,314
3.8,1403
3.81,305
3.82,307
3.83,299
3.84,295
3.85,257
3.86,297
3.87,309
3.88,312
3.89,281
3.9,1360
3.91,268
3.92,262
3.93,288
3.94,290
3.95,258
3.96,288
3.97,223
3.98,275
3.99,277
4.0,1289
4.01,254
4.02,285
4.03,249
4.04,284
4.05,278
4.06,240
4.07,273
4.08,299
4.09,301
4.1,1276
4.11,230
4.12,263
4.13,269
4.14,239
4.15,262
4.16,267
4.17,257
4.18,268
4.19,226
4.2,1233
4.21,225
4.22,234
4.23,243
4.24,263
4.25,251
4.26,239
4.27,238
4.28,263
4.29,205
4.3,1202
4.31,219
4.32,248
4.33,248
4.34,241
4.35,257
4.36,259
4.37,241
4.38,226
4.39,230
4.4,1114
4.41,225
4.42,234
4.43,232
4.44,238
4.45,243
4.46,220
4.47,263
4.48,251
4.49,218
4.5,1099
4.51,232
4.52,252
4.53,255
4.54,228
4.55,196
4.56,237
4.57,200
4.58,253
4.59,203
4.6,1134
4.61,235
4.62,224
4.63,209
4.64,236
4.65,226
4.66,205
4.67,225
4.68,238
4.69,206
4.7,1044
4.71,229
4.72,205
4.73,218
4.74,211
4.75,231
4.76,230
4.77,221
4.78,225
4.79,172
4.8,983
4.81,203
4.82,204
4.83,187
4.84,192
4.85,226
4.86,212
4.87,219
4.88,195
4.89,202
4.9,1034
4.91,172
4.92,233
4.93,237
4.94,212
4.95,224
4.96,206
4.97,202
4.98,197
4.99,196
5.0,975
5.01,195
5.02,194
5.03,195
5.04,212
5.05,198
5.06,207
5.07,205
5.08,201
5.09,200
5.1,992
5.11,181
5.12,207
5.13,187
5.14,192
5.15,181
5.16,188
5.17,209
5.18,195
5.19,203
5.2,1002
5.21,195
5.22,192
5.23,207
5.24,194
5.25,183
5.26,188
5.27,179
5.28,206
5.29,197
5.3,1030
5.31,176
5.32,190
5.33,196
5.34,187
5.35,199
5.36,186
5.37,170
5.38,188
5.39,201
5.4,949
5.41,187
5.42,186
5.43,197
5.44,211
5.45,191
5.46,188
5.47,211
5.48,193
5.49,181
5.5,918
5.51,188
5.52,162
5.53,179
5.54,213
5.55,184
5.56,196
5.57,177
5.58,183
5.59,165
5.6,886
5.61,177
5.62,168
5.63,174
5.64,181
5.65,186
5.66,175
5.67,204
5.68,178
5.69,183
5.7,913
5.71,177
5.72,172
5.73,176
5.74,170
5.75,208
5.76,164
5.77,174
5.78,167
5.79,204
5.8,854
5.81,177
5.82,186
5.83,168
5.84,171
5.85,173
5.86,184
5.87,187
5.88,164
5.89,183
5.9,881
5.91,165
5.92,179
5.93,175
5.94,165
5.95,158
5.96,173
5.97,166
5.98,178
5.99,178
6.0,964
6.01,156
6.02,186
6.03,166
6.04,177
6.05,153
6.06,181
6.07,167
6.08,163
6.09,185
6.1,894
6.11,201
6.12,178
6.13,154
6.14,165
6.15,165
6.16,182
6.17,190
6.18,173
6.19,169
6.2,829
6.21,188
6.22,154
6.23,158
6.24,205
6.25,158
6.26,155
6.27,151
6.28,168
6.29,190
6.3,868
6.31,180
6.32,171
6.33,162
6.34,147
6.35,161
6.36,170
6.37,167
6.38,161
6.39,176
6.4,900
6.41,131
6.42,165
6.43,148
6.44,160
6.45,172
6.46,178
6.47,171
6.48,150
6.49,154
6.5,908
6.51,164
6.52,149
6.53,161
6.54,172
6.55,153
6.56,187
6.57,168
6.58,152
6.59,170
6.6,906
6.61,176
6.62,157
6.63,155
6.64,148
6.65,154
6.66,155
6.67,158
6.68,157
6.69,175
6.7,911
6.71,166
6.72,169
6.73,167
6.74,174
6.75,159
6.76,162
6.77,149
6.78,154
6.79,150
6.8,816
6.81,140
6.82,190
6.83,153
6.84,148
6.85,162
6.86,150
6.87,157
6.88,155
6.89,158
6.9,862
6.91,150
6.92,148
6.93,164
6.94,155
6.95,137
6.96,173
6.97,153
6.98,147
6.99,175
7.0,889
7.01,137
7.02,152
7.03,175
7.04,155
7.05,147
7.06,189
7.07,184
7.08,146
7.09,143
7.1,830
7.11,167
7.12,148
7.13,153
7.14,167
7.15,173
7.16,149
7.17,155
7.18,145
7.19,159
7.2,922
7.21,140
7.22,155
7.23,162
7.24,149
7.25,149
7.26,137
7.27,146
7.28,141
7.29,131
7.3,921
7.31,138
7.32,140
7.33,156
7.34,131
7.35,141
7.36,131
7.37,146
7.38,139
7.39,139
7.4,860
7.41,142
7.42,148
7.43,127
7.44,128
7.45,134
7.46,143
7.47,140
7.48,141
7.49,167
7.5,769
7.51,139
7.52,131
7.53,152
7.54,135
7.55,140
7.56,156
7.57,144
7.58,156
7.59,130
7.6,793
7.61,146
7.62,143
7.63,137
7.64,160
7.65,141
7.66,133
7.67,135
7.68,126
7.69,123
7.7,854
7.71,146
7.72,163
7.73,171
7.74,136
7.75,163
7.76,131
7.77,158
7.78,176
7.79,129
7.8,779
7.81,131
7.82,167
7.83,147
7.84,129
7.85,148
7.86,135
7.87,146
7.88,140
7.89,129
7.9,817
7.91,145
7.92,157
7.93,155
7.94,134
7.95,162
7.96,128
7.97,134
7.98,141
7.99,150
8.0,786
8.01,162
8.02,149
8.03,127
8.04,143
8.05,134
8.06,138
8.07,147
8.08,158
8.09,140
8.1,806
8.11,142
8.12,162
8.13,134
8.14,139
8.15,151
8.16,129
8.17,165
8.18,153
8.19,135
8.2,798
8.21,125
8.22,144
8.23,129
8.24,170
8.25,135
8.26,138
8.27,144
8.28,166
8.29,150
8.3,823
8.31,108
8.32,127
8.33,143
8.34,150
8.35,134
8.36,138
8.37,153
8.38,146
8.39,153
8.4,800
8.41,136
8.42,150
8.43,160
8.44,134
8.45,152
8.46,148
8.47,151
8.48,157
8.49,139
8.5,736
8.51,141
8.52,130
8.53,151
8.54,141
8.55,147
8.56,141
8.57,160
8.58,149
8.59,132
8.6,802
8.61,151
8.62,153
8.63,120
8.64,155
8.65,137
8.66,143
8.67,141
8.68,147
8.69,138
8.7,846
8.71,148
8.72,137
8.73,138
8.74,138
8.75,130
8.76,156
8.77,156
8.78,153
8.79,138
8.8,880
8.81,127
8.82,145
8.83,133
8.84,149
8.85,150
8.86,148
8.87,139
8.88,151
8.89,142
8.9,866
8.91,134
8.92,144
8.93,152
8.94,140
8.95,155
8.96,131
8.97,128
8.98,156
8.99,136
9.0,950
9.01,160
9.02,150
9.03,138
9.04,162
9.05,155
9.06,150
9.07,168
9.08,134
9.09,151
9.1,893
9.11,149
9.12,158
9.13,158
9.14,143
9.15,142
9.16,137
9.17,139
9.18,172
9.19,176
9.2,964
9.21,164
9.22,166
9.23,157
9.24,170
9.25,147
9.26,168
9.27,142
9.28,158
9.29,124
9.3,874
9.31,158
9.32,171
9.33,183
9.34,144
9.35,181
9.36,165
9.37,160
9.38,184
9.39,156
9.4,943
9.41,172
9.42,153
9.43,157
9.44,179
9.45,159
9.46,170
9.47,163
9.48,190
9.49,187
9.5,990
9.51,170
9.52,181
9.53,149
9.54,173
9.55,161
9.56,177
9.57,170
9.58,189
9.59,176
9.6,936
9.61,185
9.62,184
9.63,194
9.64,178
9.65,166
9.66,183
9.67,185
9.68,182
9.69,146
9.7,940
9.71,168
9.72,202
9.73,162
9.74,177
9.75,181
9.76,201
9.77,172
9.78,152
9.79,171
9.8,962
9.81,183
9.82,183
9.83,152
9.84,193
9.85,195
9.86,196
9.87,174
9.88,178
9.89,162
9.9,998
9.91,165
9.92,172
9.93,171
9.94,165
9.95,178
9.96,191
9.97,190
9.98,209
9.99,167
10.0,923
10.01,160
10.02,190
10.03,167
10.04,175
10.05,158
10.06,156
10.07,188
10.08,179
10.09,164
10.1,936
10.11,193
10.12,187
10.13,186
10.14,178
10.15,182
10.16,189
10.17,202
10.18,194
10.19,165
10.2,1012
10.21,214
10.22,193
10.23,158
10.24,177
10.25,185
10.26,202
10.27,154
10.28,166
10.29,204
10.3,1038
10.31,182
10.32,192
10.33,171
10.34,219
10.35,171
10.36,174
10.37,204
10.38,198
10.39,176
10.4,971
10.41,200
10.42,188
10.43,178
10.44,198
10.45,198
10.46,209
10.47,171
10.48,193
10.49,190
10.5,1092
10.51,198
10.52,172
10.53,199
10.54,209
10.55,198
10.56,177
10.57,202
10.58,216
10.59,187
10.6,1048
10.61,184
10.62,200
10.63,230
10.64,206
10.65,207
10.66,226
10.67,187
10.68,191
10.69,192
10.7,1089
10.71,210
10.72,219
10.73,186
10.74,226
10.75,185
10.76,199
10.77,207
10.78,214
10.79,223
10.8,1123
10.81,227
10.82,226
10.83,214
10.84,219
10.85,222
10.86,245
10.87,212
10.88,229
10.89,210
10.9,1103
10.91,229
10.92,209
10.93,223
10.94,240
10.95,239
10.96,242
10.97,200
10.98,234
10.99,195
11.0,1111
11.01,216
11.02,187
11.03,190
11.04,218
11.05,204
11.06,201
11.07,236
11.08,241
11.09,196
11.1,1134
11.11,233
11.12,236
11.13,229
11.14,229
11.15,228
11.16,207
11.17,223
11.18,223
11.19,217
11.2,1062
11.21,219
11.22,226
11.23,203
11.24,223
11.25,214
11.26,195
11.27,233
11.28,217
11.29,207
11.3,1130
11.31,221
11.32,208
11.33,246
11.34,217
11.35,243
11.36,184
11.37,210
11.38,220
11.39,216
11.4,1011
11.41,239
11.42,221
11.43,224
11.44,228
11.45,225
11.46,196
11.47,216
11.48,217
11.49,214
11.5,1051
11.51,222
11.52,233
11.53,203
11.54,208
11.55,223
11.56,205
11.57,215
11.58,216
11.59,188
11.6,1028
11.61,199
11.62,167
11.63,209
11.64,235
11.65,227
11.66,228
11.67,219
11.68,236
11.69,207
11.7,1071
11.71,226
11.72,236
11.73,182
11.74,219
11.75,220
11.76,193
11.77,193
11.78,200
11.79,214
11.8,1129
11.81,211
11.82,203
11.83,237
11.84,186
11.85,208
11.86,207
11.87,194
11.88,196
11.89,187
11.9,1064
11.91,200
11.92,195
11.93,181
11.94,167
11.95,192
11.96,195
11.97,160
11.98,184
11.99,169
12.0,1105
12.01,189
12.02,168
12.03,185
12.04,166
12.05,161
12.06,179
12.07,162
12.08,165
12.09,161
12.1,976
12.11,159
12.12,168
12.13,146
12.14,170
12.15,162
12.16,148
12.17,146
12.18,164
12.19,155
12.2,998
12.21,150
12.22,159
12.23,178
12.24,184
12.25,156
12.26,162
12.27,141
12.28,159
12.29,151
12.3,989
12.31,162
12.32,167
12.33,170
12.34,175
12.35,149
12.36,177
12.37,135
12.38,170
12.39,145
12.4,1034
12.41,153
12.42,161
12.43,149
12.44,154
12.45,133
12.46,166
12.47,170
12.48,153
12.49,149
12.5,1015
12.51,144
12.52,155
12.53,161
12.54,142
12.55,160
12.56,152
12.57,159
12.58,160
12.59,137
12.6,1012
12.61,149
12.62,140
12.63,173
12.64,169
12.65,139
12.66,170
12.67,144
12.68,148
12.69,160
12.7,1145
12.71,151
12.72,153
12.73,163
12.74,153
12.75,176
12.76,172
12.77,160
12.78,167
12.79,166
12.8,1048
12.81,154
12.82,163
12.83,146
12.84,175
12.85,136
12.86,147
12.87,160
12.88,156
12.89,158
12.9,1026
12.91,156
12.92,151
12.93,138
12.94,148
12.95,165
12.96,140
12.97,151
12.98,159
12.99,146
13.0,1016
13.01,152
13.02,147
13.03,181
13.04,179
13.05,145
13.06,179
13.07,138
13.08,153
13.09,144
13.1,1008
13.11,125
13.12,163
13.13,120
13.14,139
13.15,160
13.16,167
13.17,137
13.18,148
13.19,130
13.2,880
13.21,148
13.22,128
13.23,150
13.24,162
13.25,154
13.26,158
13.27,129
13.28,126
13.29,124
13.3,910
13.31,137
13.32,136
13.33,128
13.34,145
13.35,138
13.36,128
13.37,137
13.38,107
13.39,124
13.4,855
13.41,135
13.42,144
13.43,130
13.44,115
13.45,120
13.46,117
13.47,130
13.48,130
13.49,109
13.5,832
13.51,137
13.52,137
13.53,138
13.54,138
13.55,123
13.56,142
13.57,140
13.58,124
13.59,121
13.6,847
13.61,123
13.62,117
13.63,120
13.64,133
13.65,126
13.66,131
13.67,116
13.68,109
13.69,148
13.7,834
13.71,146
13.72,133
13.73,125
13.74,134
13.75,133
13.76,119
13.77,130
13.78,139
13.79,150
13.8,840
13.81,141
13.82,115
13.83,144
13.84,120
13.85,108
13.86,117
13.87,137
13.88,97
13.89,121
13.9,804
13.91,134
13.92,111
13.93,110
13.94,136
13.95,115
13.96,127
13.97,111
13.98,104
13.99,114
14.0,798
14.01,114
14.02,143
14.03,131
14.04,123
14.05,122
14.06,127
14.07,111
14.08,130
14.09,101
14.1,813
14.11,117
14.12,133
14.13,107
14.14,125
14.15,120
14.16,130
14.17,105
14.18,137
14.19,100
14.2,787
14.21,128
14.22,110
14.23,125
14.24,120
14.25,116
14.26,108
14.27,105
14.28,115
14.29,138
14.3,834
14.31,115
14.32,116
14.33,124
14.34,123
14.35,117
14.36,115
14.37,126
14.38,126
14.39,129
14.4,785
14.41,121
14.42,129
14.43,132
14.44,135
14.45,119
14.46,118
14.47,114
14.48,143
14.49,109
14.5,794
14.51,117
14.52,132
14.53,119
14.54,112
14.55,131
14.56,133
14.57,114
14.58,114
14.59,121
14.6,790
14.61,120
14.62,125
14.63,108
14.64,124
14.65,125
14.66,133
14.67,123
14.68,115
14.69,106
14.7,778
14.71,109
14.72,120
14.73,121
14.74,111
14.75,115
14.76,119
14.77,103
14.78,113
14.79,124
14.8,738
14.81,119
14.82,123
14.83,121
14.84,135
14.85,138
14.86,108
14.87,125
14.88,116
14.89,115
14.9,731
14.91,114
14.92,110
14.93,109
14.94,112
14.95,103
14.96,129
14.97,122
14.98,102
14.99,114
15.0,688
15.01,100
15.02,128
15.03,97
15.04,108
15.05,127
15.06,115
15.07,100
15.08,95
15.09,126
15.1,732
15.11,107
15.12,115
15.13,118
15.14,111
15.15,117
15.16,113
15.17,121
15.18,115
15.19,124
15.2,667
15.21,105
15.22,118
15.23,104
15.24,106
15.25,93
15.26,99
15.27,104
15.28,108
15.29,112
15.3,739
15.31,117
15.32,110
15.33,113
15.34,105
15.35,108
15.36,113
15.37,90
15.38,108
15.39,93
15.4,627
15.41,94
15.42,113
15.43,105
15.44,125
15.45,89
15.46,100
15.47,101
15.48,84
15.49,96
15.5,674
15.51,102
15.52,102
15.53,106
15.54,117
15.55,102
15.56,101
15.57,88
15.58,121
15.59,92
15.6,669
15.61,98
15.62,106
15.63,99
15.64,94
15.65,106
15.66,85
15.67,101
15.68,110
15.69,88
15.7,676
15.71,103
15.72,91
15.73,94
15.74,94
15.75,107
15.76,102
15.77,105
15.78,98
15.79,102
15.8,682
15.81,87
15.82,110
15.83,83
15.84,97
15.85,101
15.86,106
15.87,90
15.88,103
15.89,119
15.9,645
15.91,94
15.92,103
15.93,96
15.94,93
15.95,102
15.96,97
15.97,81
15.98,104
15.99,101
16.0,660
16.01,92
16.02,93
16.03,101
16.04,95
16.05,113
16.06,98
16.07,93
16.08,80
16.09,98
16.1,673
16.11,99
16.12,101
16.13,108
16.14,109
16.15,100
16.16,92
16.17,97
16.18,108
16.19,106
16.2,676
16.21,115
16.22,86
16.23,110
16.24,114
16.25,108
16.26,126
16.27,95
16.28,98
16.29,101
16.3,763
16.31,111
16.32,97
16.33,105
16.34,111
16.35,102
16.36,81
16.37,105
16.38,107
16.39,116
16.4,839
16.41,100
16.42,104
16.43,105
16.44,114
16.45,100
16.46,123
16.47,126
16.48,124
16.49,124
16.5,883
16.51,118
16.52,153
16.53,149
16.54,109
16.55,112
16.56,128
16.57,111
16.58,136
16.59,127
16.6,908
16.61,113
16.62,143
16.63,148
16.64,144
16.65,118
16.66,133
16.67,141
16.68,133
16.69,140
16.7,1083
16.71,143
16.72,160
16.73,131
16.74,138
16.75,160
16.76,159
16.77,155
16.78,131
16.79,132
16.8,1119
16.81,168
16.82,163
16.83,150
16.84,161
16.85,164
16.86,172
16.87,197
16.88,191
16.89,169
16.9,1190
16.91,150
16.92,188
16.93,168
16.94,169
16.95,163
16.96,158
16.97,158
16.98,200
16.99,185
17.0,1363
17.01,192
17.02,185
17.03,187
17.04,210
17.05,152
17.06,198
17.07,208
17.08,220
17.09,210
17.1,1533
17.11,213
17.12,198
17.13,220
17.14,212
17.15,216
17.16,219
17.17,226
17.18,230
17.19,208
17.2,1689
17.21,239
17.22,218
17.23,237
17.24,232
17.25,253
17.26,253
17.27,251
17.28,275
17.29,240
17.3,1810
17.31,280
17.32,291
17.33,270
17.34,258
17.35,260
17.36,270
17.37,281
17.38,270
17.39,274
17.4,2043
17.41,279
17.42,320
17.43,262
17.44,290
17.45,281
17.46,303
17.47,281
17.48,296
17.49,334
17.5,2267
17.51,328
17.52,348
17.53,292
17.54,320
17.55,324
17.56,336
17.57,308
17.58,343
17.59,320
17.6,2343
17.61,343
17.62,349
17.63,333
17.64,371
17.65,356
17.66,402
17.67,346
17.68,372
17.69,341
17.7,2351
17.71,319
17.72,384
17.73,354
17.74,410
17.75,415
17.76,369
17.77,392
17.78,417
17.79,399
17.8,2461
17.81,372
17.82,361
17.83,346
17.84,379
17.85,372
17.86,373
17.87,348
17.88,357
17.89,366
17.9,2325
17.91,346
17.92,381
17.93,394
17.94,320
17.95,312
17.96,382
17.97,352
17.98,378
17.99,348
18.0,2153
18.01,339
18.02,361
18.03,377
18.04,341
18.05,354
18.06,332
18.07,317
18.08,332
18.09,312
18.1,1960
18.11,333
18.12,326
18.13,336
18.14,325
18.15,294
18.16,294
18.17,283
18.18,317
18.19,316
18.2,1666
18.21,278
18.22,276
18.23,277
18.24,254
18.25,274
18.26,238
18.27,260
18.28,254
18.29,242
18.3,1395
18.31,212
18.32,232
18.33,217
18.34,219
18.35,233
18.36,225
18.37,197
18.38,225
18.39,209
18.4,1198
18.41,175
18.42,193
18.43,198
18.44,187
18.45,206
18.46,155
18.47,173
18.48,153
18.49,173
18.5,1003
18.51,191
18.52,156
18.53,151
18.54,144
18.55,153
18.56,155
18.57,131
18.58,133
18.59,158
18.6,873
18.61,117
18.62,133
18.63,126
18.64,117
18.65,114
18.66,119
18.67,131
18.68,114
18.69,129
18.7,690
18.71,124
18.72,114
18.73,111
18.74,82
18.75,87
18.76,102
18.77,100
18.78,105
18.79,76
18.8,566
18.81,102
18.82,98
18.83,68
18.84,109
18.85,94
18.86,82
18.87,90
18.88,93
18.89,82
18.9,487
18.91,77
18.92,78
18.93,69
18.94,85
18.95,69
18.96,82
18.97,80
18.98,61
18.99,80
19.0,415
19.01,62
19.02,76
19.03,70
19.04,57
19.05,63
19.06,61
19.07,75
19.08,61
19.09,64
19.1,363
19.11,66
19.12,61
19.13,48
19.14,65
19.15,64
19.16,67
19.17,42
19.18,54
19.19,52
19.2,332
19.21,53
19.22,53
19.23,59
19.24,53
19.25,57
19.26,46
19.27,54
19.28,54
19.29,43
19.3,263
19.31,48
19.32,34
19.33,51
19.34,56
19.35,44
19.36,41
19.37,53
19.38,46
19.39,38
19.4,238
19.41,43
19.42,46
19.43,44
19.44,45
19.45,47
19.46,45
19.47,46
19.48,35
19.49,34
19.5,243
19.51,41
19.52,35
19.53,45
19.54,32
19.55,35
19.56,36
19.57,51
19.58,46
19.59,33
19.6,267
19.61,24
19.62,41
19.63,40
19.64,38
19.65,36
19.66,33
19.67,46
19.68,38
19.69,36
19.7,197
19.71,31
19.72,31
19.73,35
19.74,39
19.75,44
19.76,41
19.77,34
19.78,31
19.79,39
19.8,234
19.81,34
19.82,40
19.83,38
19.84,42
19.85,40
19.86,35
19.87,37
19.88,43
19.89,30
19.9,197
19.91,41
19.92,42
19.93,43
19.94,38
19.95,53
19.96,33
19.97,29
19.98,45
19.99,29
20.0,233
20.01,31
20.02,33
20.03,30
20.04,35
20.05,48
20.06,55
20.07,36
20.08,42
20.09,47
20.1,238
20.11,28
20.12,32
20.13,35
20.14,31
20.15,34
20.16,32
20.17,31
20.18,39
20.19,33
20.2,253
20.21,32
20.22,35
20.23,36
20.24,43
20.25,33
20.26,32
20.27,42
20.28,45
20.29,29
20.3,239
20.31,32
20.32,40
20.33,41
20.34,38
20.35,40
20.36,35
20.37,32
20.38,37
20.39,34
20.4,237
20.41,29
20.42,37
20.43,32
20.44,33
20.45,33
20.46,32
20.47,44
20.48,30
20.49,40
20.5,224
20.51,37
20.52,31
20.53,33
20.54,45
20.55,31
20.56,34
20.57,37
20.58,52
20.59,34
20.6,260
20.61,33
20.62,40
20.63,37
20.64,45
20.65,30
20.66,30
20.67,55
20.68,52
20.69,53
20.7,261
20.71,38
20.72,34
20.73,43
20.74,51
20.75,39
20.76,41
20.77,49
20.78,36
20.79,37
20.8,272
20.81,46
20.82,42
20.83,43
20.84,47
20.85,45
20.86,32
20.87,51
20.88,42
20.89,43
20.9,312
20.91,46
20.92,47
20.93,42
20.94,34
20.95,46
20.96,41
20.97,58
20.98,42
20.99,51
21.0,284
21.01,37
21.02,63
21.03,48
21.04,44
21.05,33
21.06,31
21.07,52
21.08,48
21.09,53
21.1,278
21.11,36
21.12,39
21.13,46
21.14,49
21.15,49
21.16,48
21.17,38
21.18,36
21.19,41
21.2,254
21.21,42
21.22,47
21.23,34
21.24,52
21.25,46
21.26,44
21.27,58
21.28,47
21.29,35
21.3,240
21.31,40
21.32,40
21.33,31
21.34,49
21.35,41
21.36,22
21.37,44
21.38,29
21.39,47
21.4,228
21.41,31
21.42,40
21.43,33
21.44,40
21.45,37
21.46,35
21.47,33
21.48,29
21.49,34
21.5,168
21.51,31
21.52,35
21.53,26
21.54,30
21.55,31
21.56,19
21.57,24
21.58,25
21.59,35
21.6,150
21.61,24
21.62,30
21.63,24
21.64,29
21.65,18
21.66,28
21.67,23
21.68,23
21.69,27
21.7,133
21.71,25
21.72,27
21.73,17
21.74,34
21.75,22
21.76,17
21.77,22
21.78,22
21.79,30
21.8,109
21.81,17
21.82,22
21.83,18
21.84,17
21.85,21
21.86,19
21.87,17
21.88,20
21.89,19
21.9,108
21.91,20
21.92,19
21.93,20
21.94,17
21.95,24
21.96,27
21.97,19
21.98,21
21.99,12
22.0,92
22.01,18
22.02,17
22.03,18
22.04,10
22.05,18
22.06,18
22.07,16
22.08,13
22.09,12
22.1,91
22.11,19
22.12,16
22.13,24
22.14,17
22.15,17
22.16,12
22.17,19
22.18,9
22.19,12
22.2,83
22.21,19
22.22,13
22.23,14
22.24,16
22.25,7
22.26,12
22.27,10
22.28,20
22.29,15
22.3,76
22.31,10
22.32,17
22.33,17
22.34,16
22.35,16
22.36,16
22.37,12
22.38,16
22.39,19
22.4,66
22.41,14
22.42,15
22.43,17
22.44,18
22.45,11
22.46,15
22.47,14
22.48,13
22.49,8
22.5,84
22.51,15
22.52,18
22.53,16
22.54,15
22.55,12
22.56,14
22.57,14
22.58,13
22.59,15
22.6,61
22.61,18
22.62,9
22.63,25
22.64,7
22.65,10
22.66,10
22.67,8
22.68,9
22.69,10
22.7,61
22.71,13
22.72,13
22.73,21
22.74,7
22.75,13
22.76,12
22.77,12
22.78,13
22.79,13
22.8,69
22.81,10
22.82,12
22.83,9
22.84,26
22.85,9
22.86,15
22.87,11
22.88,13
22.89,11
22.9,54
22.91,9
22.92,9
22.93,15
22.94,8
22.95,11
22.96,8
22.97,14
22.98,17
22.99,9
23.0,62
23.01,11
23.02,13
